Width	Heigh	Diameter	Season	Manufacturer
2	15	20	1	13
145	10	3	4	120
61	30	6	2	148
126	35	22	1	10
113	9	19	1	65
149	33	38	2	51
116	9	6	4	171
41	13	14	4	65
111	14	16	3	72
105	23	39	3	179
59	9	3	4	96
116	33	15	4	114
129	37	14	3	68
150	8	16	2	68
82	1	21	1	106
146	7	35	1	193
81	21	8	1	57
40	30	4	4	15
126	32	13	4	27
22	6	10	2	145
118	34	28	4	19
81	1	18	3	64
71	6	13	4	95
132	16	39	3	61
7	1	31	2	81
143	31	25	3	154
79	5	30	2	5
40	36	15	1	83
124	33	29	2	43
62	5	32	1	146
42	33	35	2	94
33	6	11	3	59
6	26	6	3	31
77	20	2	2	152
13	4	28	4	35
131	30	14	1	16
34	14	31	3	5
138	38	29	1	167
118	5	32	4	89
90	25	16	2	147
146	25	20	3	23
116	21	39	4	83
6	33	1	4	37
87	37	41	4	142
151	6	23	4	46
84	28	1	4	145
120	34	9	3	81
132	4	14	1	90
98	13	18	1	86
45	26	30	3	24
82	15	29	2	81
34	17	6	4	17
124	25	32	1	135
48	19	2	2	83
112	8	28	4	72
89	26	18	3	65
128	37	40	4	155
60	12	32	1	88
65	15	28	2	121
149	7	41	4	179
122	36	2	2	67
40	36	30	4	86
110	24	26	2	38
74	34	16	3	79
78	37	40	1	122
57	12	17	3	195
58	10	18	3	69
145	15	39	1	56
19	28	41	3	188
19	16	19	2	67
63	16	18	2	52
114	10	14	1	115
148	25	5	3	77
23	4	39	2	31
22	29	6	4	10
96	1	31	2	95
74	4	3	1	65
79	17	10	3	37
94	12	7	2	30
109	24	11	3	34
7	4	26	1	192
145	19	9	3	206
134	15	21	3	117
57	20	20	2	79
130	25	34	1	102
36	32	39	4	93
92	19	18	4	142
13	35	12	3	123
81	29	23	1	173
28	34	10	3	76
142	2	37	4	4
134	16	8	4	177
22	31	25	4	123
112	23	12	3	6
142	7	6	1	79
151	18	16	4	3
147	30	41	2	117
130	36	30	1	161
81	13	26	1	117
88	1	34	1	15
9	7	40	3	84
66	5	32	2	61
124	12	31	4	117
12	12	9	1	189
5	22	16	3	160
41	20	26	1	179
23	9	40	3	85
20	36	4	4	58
8	4	29	2	176
44	34	22	3	31
37	15	13	3	193
80	15	2	1	114
27	26	5	1	197
125	34	32	1	46
140	6	20	2	81
38	8	34	3	127
63	16	29	1	98
75	15	25	4	126
38	5	33	2	15
126	26	37	3	112
108	22	41	2	126
45	34	2	4	172
101	22	14	4	10
114	33	34	4	98
119	1	12	2	60
100	37	39	2	96
107	29	15	2	13
50	5	25	3	69
18	14	36	2	41
131	26	10	2	84
109	23	13	2	14
51	20	34	3	5
34	4	25	1	51
105	10	25	1	186
142	16	16	2	2
80	23	29	4	104
133	1	14	3	206
55	33	11	1	71
148	30	16	3	42
25	28	11	4	18
92	24	37	3	15
44	27	16	2	51
40	38	7	2	84
105	36	30	3	46
128	38	29	1	96
105	10	13	4	91
83	27	25	1	124
16	35	11	3	185
47	18	27	4	5
34	37	22	3	66
119	15	39	2	3
124	2	30	1	38
37	37	11	2	42
20	36	28	3	143
15	32	19	4	170
21	18	23	3	175
42	30	5	4	81
82	28	8	2	185
55	5	12	4	63
63	29	33	1	111
72	24	17	4	21
114	14	40	2	166
38	22	24	1	157
39	16	1	1	82
39	34	25	1	177
120	1	5	3	176
54	11	20	1	74
33	27	20	2	18
28	28	29	4	40
32	8	32	2	207
72	23	15	2	39
24	9	18	4	173
62	11	11	2	29
152	27	32	3	171
65	5	24	3	27
35	25	5	2	97
142	6	12	3	47
69	10	21	3	81
77	37	19	3	33
111	12	9	1	173
47	9	38	1	64
54	21	29	3	9
136	6	10	4	30
85	3	41	4	101
77	25	34	4	76
3	20	2	2	99
137	4	31	2	22
122	22	37	4	3
129	20	38	4	1
121	37	23	1	76
38	9	4	2	54
74	1	17	1	132
65	4	11	1	167
28	8	20	2	37
150	25	22	1	157
75	1	11	3	25
93	31	13	2	86
77	22	12	4	159
79	27	34	1	62
63	26	5	3	9
37	10	41	4	76
136	36	20	1	68
150	7	3	3	191
54	32	7	3	37
105	33	14	1	123
44	38	11	2	28
3	24	39	1	108
118	24	21	4	170
152	22	4	3	147
65	5	11	4	164
41	4	12	1	103
87	34	13	2	196
66	38	12	1	207
134	23	36	4	153
111	22	23	1	75
86	36	21	4	84
140	9	17	4	55
75	13	27	1	3
6	1	9	4	74
48	11	13	2	97
138	32	12	1	60
137	37	6	3	89
132	12	11	1	116
52	20	32	3	64
105	8	6	3	189
123	12	6	2	191
127	34	28	4	48
63	1	29	3	49
19	8	38	3	78
4	2	9	1	27
98	13	32	4	108
93	13	19	4	54
90	10	37	2	124
122	17	20	1	97
131	2	22	2	82
6	38	12	3	90
4	37	34	1	79
21	32	22	3	200
97	28	36	4	65
50	28	14	2	100
114	5	38	2	184
91	23	35	2	168
99	38	35	2	102
43	8	13	1	14
28	15	15	4	147
109	26	32	3	90
127	34	16	1	195
104	35	22	3	184
122	2	2	2	53
82	24	30	4	80
137	33	20	1	143
76	1	31	1	75
12	16	36	4	26
71	28	31	2	24
40	26	31	1	70
6	9	19	2	143
138	2	32	4	170
137	38	13	4	70
65	23	29	4	85
81	3	25	3	88
142	16	21	2	104
95	30	34	3	15
70	31	17	1	52
67	12	32	2	128
129	8	5	3	142
138	33	25	4	160
38	32	16	1	82
56	34	27	2	115
146	16	18	2	70
103	3	40	4	153
65	29	12	4	176
26	37	1	3	177
131	26	20	1	53
69	9	5	4	63
51	30	1	4	99
57	11	37	3	154
145	14	27	3	70
106	3	21	2	141
100	23	21	2	205
81	36	14	4	178
129	24	3	4	104
35	34	41	3	88
125	10	21	4	64
13	24	39	2	25
79	7	20	3	75
14	24	33	4	88
24	30	20	4	23
16	15	33	2	179
48	23	13	1	77
115	36	17	1	190
123	11	2	1	68
15	7	24	2	42
35	10	17	2	149
4	20	5	1	124
112	19	5	4	182
143	28	22	2	142
42	14	19	1	85
100	19	31	1	192
17	2	17	4	15
67	37	21	2	50
96	19	30	1	147
95	8	28	4	105
42	10	27	4	181
85	19	2	1	195
27	12	20	2	181
82	18	40	3	98
147	24	40	4	65
75	29	30	3	65
97	3	38	3	59
36	33	34	1	118
76	27	33	2	176
141	30	35	4	80
112	1	27	3	61
135	15	28	3	97
141	30	9	1	159
48	16	19	4	156
133	21	20	1	44
101	5	24	4	69
86	30	17	2	51
17	24	11	4	50
104	28	40	4	117
93	28	30	2	110
25	1	15	3	56
129	5	30	2	2
135	31	19	3	161
26	24	31	2	109
6	24	34	1	96
27	33	41	3	11
106	3	3	2	30
91	30	27	2	171
126	6	8	2	25
133	16	7	1	132
111	28	25	1	64
22	25	7	1	139
22	15	17	4	156
64	13	40	1	18
27	5	19	3	185
66	1	23	4	47
132	13	36	1	129
7	10	23	4	145
131	23	30	2	33
112	35	35	3	2
61	33	30	1	22
83	21	12	2	69
127	19	35	4	43
61	2	20	4	28
110	18	7	3	37
109	4	17	2	87
72	20	10	4	86
82	37	10	3	174
116	33	38	1	158
56	12	27	2	50
113	30	19	1	43
50	23	31	3	10
101	37	29	3	184
93	33	29	4	76
135	36	37	3	87
45	22	37	4	98
94	24	18	1	43
9	13	20	4	87
60	18	38	1	32
80	1	24	4	149
63	18	31	2	44
61	11	7	2	53
101	11	36	1	97
74	33	33	1	45
106	20	29	2	92
79	7	33	1	122
37	17	24	4	99
28	5	40	4	16
145	27	4	1	106
26	33	20	2	36
33	21	16	1	100
56	26	12	1	180
120	35	8	2	90
88	1	16	1	98
142	21	38	1	156
91	30	27	4	127
2	28	18	4	73
79	14	18	2	144
114	11	23	2	68
130	1	16	3	86
134	4	15	4	42
47	37	34	4	95
52	11	38	2	2
19	27	8	4	130
102	22	12	1	6
67	15	29	3	108
132	21	17	1	38
11	24	27	2	94
52	33	28	2	81
14	6	15	1	9
123	32	30	3	140
97	26	27	3	28
1	30	3	1	44
104	15	12	4	72
60	31	40	3	26
136	34	37	4	118
78	33	5	1	76
21	5	33	2	15
149	7	38	4	117
4	24	23	3	202
69	34	38	4	133
19	13	34	3	18
141	22	15	1	176
33	16	19	3	55
15	9	6	2	85
37	9	9	4	196
69	18	2	1	175
27	7	2	3	68
136	17	36	2	111
90	16	6	1	95
48	19	26	3	7
31	30	14	4	172
129	1	39	3	64
11	15	10	1	92
95	8	17	2	57
139	25	24	3	100
41	10	41	1	190
74	31	26	4	66
64	32	36	3	85
41	32	41	1	38
126	9	9	2	97
19	14	7	1	162
50	6	17	3	99
60	17	37	1	22
119	15	39	4	82
65	22	19	1	146
142	5	20	4	44
60	1	39	3	43
8	1	9	3	202
99	11	25	4	59
55	11	18	3	44
146	11	26	1	155
47	20	23	2	26
101	11	31	1	146
99	12	18	2	101
8	3	22	1	132
85	9	31	1	185
147	34	28	1	85
56	22	11	1	137
54	14	12	4	102
90	33	35	1	43
90	33	19	3	39
42	27	16	1	21
8	34	40	2	49
150	16	7	2	86
97	9	8	3	30
121	2	9	4	59
108	23	9	4	122
123	31	37	1	107
18	26	16	1	83
82	29	23	4	25
114	18	18	2	90
12	17	12	4	86
57	8	37	4	4
131	7	16	1	164
97	37	21	3	86
16	18	21	2	109
68	19	38	2	65
81	5	33	3	33
19	15	41	3	77
103	8	2	2	157
121	12	16	1	16
59	19	27	1	202
148	38	1	4	173
22	28	18	1	55
91	1	6	3	140
64	38	2	2	160
32	22	13	2	79
124	8	24	4	171
105	35	37	1	30
66	11	23	3	79
106	4	3	2	107
65	15	17	4	81
114	2	15	2	141
20	29	10	3	3
82	30	34	3	182
20	33	9	3	134
99	20	7	2	191
134	26	14	4	120
118	3	13	1	11
70	35	16	1	66
109	8	1	3	95
121	20	41	3	165
119	15	34	2	137
58	7	24	1	120
126	9	8	4	200
66	17	15	1	174
126	13	7	2	80
3	38	29	1	57
105	15	30	2	185
131	13	29	2	25
129	18	41	2	46
12	37	15	2	53
97	32	5	1	156
147	35	25	3	200
7	12	10	4	36
31	24	39	2	198
93	31	29	1	51
22	19	21	3	143
14	35	33	2	3
144	4	27	2	27
57	20	11	4	169
19	4	31	1	158
67	35	16	2	84
13	7	11	3	147
71	18	20	2	2
2	18	27	3	83
61	26	33	4	36
21	34	10	4	84
108	37	35	3	53
37	4	14	3	128
119	15	7	2	200
105	28	14	1	50
146	31	19	2	127
97	2	26	1	200
121	2	12	1	124
135	18	4	1	71
141	11	37	2	92
20	38	25	4	20
104	2	26	3	102
22	19	9	1	79
5	22	30	1	62
121	2	18	4	89
77	33	18	1	15
36	21	16	3	1
31	31	9	4	199
93	20	40	1	19
67	38	20	2	186
36	36	13	3	97
105	32	12	2	151
138	21	15	1	47
46	8	33	1	75
11	37	13	2	202
140	24	32	3	48
143	11	12	1	100
57	37	40	3	87
67	31	37	4	88
4	36	21	1	61
122	3	2	4	85
90	31	2	4	171
128	15	40	3	64
32	30	40	4	176
56	36	7	4	53
120	32	1	2	169
72	16	38	1	77
71	29	7	2	96
146	2	31	4	153
32	10	41	2	197
33	24	41	1	68
15	15	4	1	159
63	1	39	2	78
11	10	24	2	177
103	12	34	1	76
148	14	7	2	140
42	15	29	2	187
66	15	41	2	186
140	10	40	1	112
37	16	20	3	67
57	3	32	3	16
139	18	4	2	56
147	35	10	2	58
148	36	19	4	68
47	36	30	2	20
124	23	17	3	44
11	22	28	3	67
109	24	27	4	6
127	36	24	3	181
23	23	2	3	121
101	8	2	2	142
9	28	11	3	39
77	24	18	1	77
143	22	8	2	29
39	23	33	1	176
51	8	17	2	166
137	6	8	4	206
103	24	30	3	73
83	35	21	4	181
88	15	37	3	153
40	9	11	1	162
41	25	32	3	94
81	3	9	3	103
134	4	29	4	137
39	1	1	2	156
52	35	37	1	26
118	26	29	3	53
61	37	5	3	60
9	13	27	2	94
148	33	23	2	199
90	17	6	1	108
151	27	3	4	184
58	26	38	1	151
147	31	23	2	128
84	23	10	4	129
13	32	7	3	142
4	9	13	4	5
80	13	34	4	85
95	22	9	1	13
83	9	9	1	38
29	8	28	4	90
12	34	18	4	180
29	8	23	2	125
137	14	11	2	171
25	37	28	1	123
12	6	7	3	16
20	33	36	4	98
95	15	16	4	52
31	18	24	4	15
126	17	36	2	87
72	27	20	3	20
51	7	6	3	79
56	35	27	1	141
90	13	32	4	204
92	33	4	1	75
15	32	9	3	145
25	24	26	1	38
10	21	35	1	188
97	13	35	2	83
147	27	25	2	19
134	21	16	4	21
96	5	38	4	70
66	10	15	4	107
121	6	22	4	18
103	2	37	4	56
126	38	19	3	17
145	30	22	2	71
125	29	16	4	29
105	10	38	4	202
21	35	30	1	54
72	38	30	4	185
147	8	5	3	40
145	24	24	3	186
36	26	16	4	10
52	11	21	1	173
24	31	18	2	112
23	33	24	3	71
92	31	8	2	8
94	11	11	2	82
111	5	26	1	45
143	25	6	4	203
85	32	7	3	2
109	23	16	4	137
58	1	34	4	115
91	28	7	1	195
138	25	37	2	73
102	34	30	3	59
39	19	37	4	191
20	4	24	3	148
142	8	18	1	97
125	9	15	1	80
66	22	40	4	43
66	20	36	1	204
48	28	4	2	2
18	16	6	2	84
3	29	15	3	113
4	9	19	2	45
105	18	26	1	173
17	4	21	1	30
42	31	19	2	86
29	15	15	2	78
100	33	23	4	49
96	16	6	2	50
43	30	32	4	174
113	6	25	4	144
30	5	11	3	126
138	35	2	1	66
94	20	34	2	103
109	18	3	4	81
141	19	6	1	106
126	6	24	2	95
28	25	9	4	72
25	26	10	2	8
93	13	38	3	10
21	9	2	3	31
79	3	2	2	102
43	26	30	4	148
16	27	33	4	21
108	7	23	4	7
54	20	40	3	75
88	9	33	4	181
25	35	35	3	135
26	32	5	1	92
74	30	13	4	50
78	31	35	4	48
37	36	14	2	59
133	37	17	4	21
70	7	20	3	92
14	10	8	2	12
70	23	23	3	182
126	2	13	2	103
147	28	31	1	131
125	14	20	3	51
146	32	24	2	94
60	8	29	4	27
78	6	34	1	79
138	22	24	3	61
128	10	28	4	4
78	17	38	2	89
146	38	22	2	12
6	11	36	1	17
74	29	6	4	29
109	7	35	3	121
45	7	26	2	111
68	34	11	1	26
19	32	25	4	15
145	10	31	3	167
116	10	25	3	35
151	20	40	3	93
56	33	36	1	49
135	36	12	4	53
79	15	41	3	126
57	36	30	1	152
66	25	14	4	196
97	26	38	1	100
67	37	8	1	156
74	4	9	3	80
50	22	11	4	87
31	32	31	1	160
61	10	18	3	109
33	33	9	4	156
61	20	18	1	74
126	29	4	2	69
28	27	37	3	138
9	4	34	3	59
115	23	22	2	95
110	4	36	4	179
100	22	32	3	70
100	22	10	2	200
17	32	20	4	18
49	4	41	1	12
72	20	5	2	116
146	24	14	1	188
61	2	38	4	10
39	6	9	2	44
51	4	24	3	162
27	37	26	2	100
38	22	37	4	117
146	37	4	2	117
40	21	39	1	149
136	21	21	4	186
112	37	17	3	103
58	34	7	4	87
28	32	29	3	80
88	21	20	3	99
32	11	12	4	19
113	20	4	2	133
17	20	39	4	114
40	11	23	4	184
112	19	7	2	38
61	7	4	2	110
78	12	29	1	78
90	32	31	1	83
140	20	14	1	188
90	17	26	4	195
104	15	32	2	26
98	5	11	1	117
96	7	21	4	49
125	23	39	2	49
96	16	29	2	28
26	9	37	2	29
59	4	22	1	5
85	33	38	2	100
36	15	7	3	157
117	21	38	2	144
96	22	6	2	101
100	38	27	3	93
107	7	30	3	58
36	28	23	2	13
64	34	24	1	78
73	19	17	4	56
72	24	23	1	10
85	7	24	2	4
111	5	32	2	190
34	11	36	2	89
24	3	26	2	72
82	32	23	2	72
52	24	24	3	10
75	7	37	4	176
29	15	15	2	182
102	5	4	1	7
45	35	30	2	14
98	35	35	1	201
44	28	15	3	170
24	37	35	3	153
17	35	18	3	116
112	29	19	4	134
122	34	9	2	69
87	11	39	2	40
52	35	29	1	164
73	27	29	4	58
110	8	31	2	72
90	33	34	3	63
90	4	28	3	76
107	17	18	1	195
14	4	22	2	80
112	17	41	4	104
12	20	25	3	57
106	30	10	2	47
43	24	18	3	12
103	33	26	3	107
108	27	27	1	154
114	34	21	1	86
89	25	25	4	72
91	14	18	2	12
32	2	1	2	95
23	22	38	3	105
124	27	22	3	118
52	34	14	2	27
117	9	15	4	169
109	12	22	3	176
50	24	33	1	46
53	26	29	1	26
7	36	9	4	76
109	8	35	1	28
24	2	38	1	149
55	24	1	4	112
7	32	31	2	33
14	4	36	1	103
26	13	22	4	47
68	35	33	2	3
74	34	11	1	130
147	17	36	4	159
54	11	39	4	170
152	38	5	1	33
106	20	31	4	102
79	7	16	1	127
57	23	40	2	76
5	8	10	1	43
101	6	23	2	79
142	19	37	1	63
16	20	27	2	29
87	6	7	3	110
49	37	30	2	24
23	11	22	4	63
92	34	9	2	47
75	8	23	3	32
43	12	22	1	92
49	26	23	2	29
102	19	18	3	48
72	33	14	1	122
14	20	5	1	83
136	32	27	1	62
97	17	30	4	103
121	10	32	1	80
96	8	10	2	120
57	20	20	1	58
73	10	32	3	18
26	34	32	1	15
93	3	8	2	61
60	29	30	1	89
34	12	41	1	32
147	6	15	3	87
115	1	37	4	161
120	36	38	3	35
108	26	29	2	106
61	34	1	4	91
23	16	23	4	159
24	36	10	3	113
34	12	6	4	74
147	23	14	1	101
80	21	11	4	196
43	10	39	4	173
10	10	30	2	34
95	14	30	4	177
54	36	7	1	71
20	24	7	4	52
114	3	22	1	64
77	1	37	2	157
89	28	10	1	93
66	2	40	4	48
7	17	28	2	58
14	19	20	4	61
111	18	38	1	12
93	15	18	4	24
142	18	37	1	148
37	27	40	3	57
151	25	4	4	72
36	16	16	3	22
111	36	18	2	84
141	2	9	2	83
54	12	8	3	86
129	2	23	3	37
11	29	13	4	170
42	37	31	2	45
20	11	21	1	2
13	17	1	1	10
113	7	20	1	59
124	14	27	4	24
71	28	23	3	133
78	38	17	4	150
130	38	2	4	165
27	12	37	4	50
44	20	28	3	70
52	22	6	2	185
42	20	15	2	72
34	5	15	4	10
26	12	1	1	56
85	18	34	1	160
124	23	23	1	136
145	12	10	4	57
69	27	10	2	91
35	21	23	3	150
96	33	18	1	69
12	34	24	2	137
111	2	7	3	14
109	35	41	2	107
84	32	24	3	36
63	37	40	1	8
58	21	20	4	36
99	6	33	2	106
103	27	28	2	13
102	34	39	3	15
66	37	2	3	35
4	32	19	3	174
54	38	33	3	96
56	8	31	4	24
128	31	5	4	188
55	37	4	2	53
145	37	14	3	63
129	30	23	4	14
40	19	25	2	182
71	26	37	1	121
116	24	41	2	205
68	3	34	4	87
126	26	16	4	31
131	12	8	1	37
1	6	37	3	37
141	13	2	2	88
120	27	14	2	76
56	4	9	4	164
113	8	14	1	139
36	36	22	3	100
3	3	21	1	17
48	9	16	4	180
21	22	13	2	179
85	33	40	2	200
74	32	20	3	116
78	38	33	3	187
6	33	35	1	174
98	20	18	4	31
133	37	41	3	28
79	9	7	2	90
117	20	38	1	164
78	37	2	3	207
45	28	6	3	175
13	14	28	4	31
16	6	23	2	127
142	12	9	1	38
24	20	3	4	31
29	1	35	2	72
83	3	33	3	160
64	19	19	3	172
22	22	28	1	167
82	30	34	3	84
49	3	34	1	108
141	8	22	3	7
44	17	22	1	39
44	18	32	3	93
52	2	26	3	108
66	9	18	2	93
42	33	2	3	56
45	7	28	4	103
121	36	31	4	22
16	33	32	3	63
25	38	41	2	30
91	1	39	2	175
41	22	38	1	83
2	9	27	4	100
21	10	5	1	70
96	30	24	4	47
121	23	11	1	12
56	28	16	4	3
100	23	7	1	149
75	8	15	4	103
26	38	13	2	85
51	24	30	2	82
34	7	26	3	35
95	18	32	1	96
148	5	41	1	62
102	28	36	3	94
77	19	15	3	112
44	29	23	1	65
118	17	16	3	31
141	4	39	1	116
110	11	10	2	170
8	19	18	2	148
127	4	10	3	65
99	14	24	3	4
85	27	33	3	24
108	6	32	3	107
88	15	18	3	62
144	12	31	2	16
3	12	29	1	38
126	26	7	3	8
144	13	32	4	74
90	1	27	1	205
71	8	9	3	47
147	30	28	2	155
57	1	39	3	100
63	11	15	2	56
73	26	21	1	74
29	21	13	2	118
26	32	37	3	79
96	17	2	4	131
42	1	15	2	98
52	1	39	1	131
144	29	16	3	73
19	37	27	1	100
49	11	26	1	85
31	29	31	3	137
56	32	25	2	20
73	25	6	1	179
115	37	22	3	129
52	26	29	1	181
47	36	41	4	70
124	7	35	4	79
125	2	38	2	113
50	10	4	4	101
69	15	10	3	194
114	23	30	1	50
121	7	33	1	42
17	32	8	1	53
50	29	9	3	2
7	13	11	2	166
11	38	7	3	54
79	10	27	2	165
95	25	29	2	11
85	11	34	1	52
99	7	1	3	25
71	4	16	4	93
115	30	6	1	7
94	18	27	2	69
8	24	10	4	22
126	20	28	4	22
67	2	29	2	37
83	4	18	4	108
142	5	30	2	202
31	21	9	4	89
147	3	27	1	72
139	23	7	4	77
107	34	15	2	64
128	7	30	1	21
78	31	21	4	133
50	25	36	4	57
92	29	32	1	122
47	31	38	1	94
15	18	41	2	43
27	10	2	3	64
98	28	25	2	121
4	29	4	4	135
35	27	33	2	68
20	20	14	1	25
65	27	33	1	101
145	11	27	1	52
38	28	30	2	128
124	26	18	2	202
110	28	38	3	66
37	29	25	1	108
4	1	21	2	105
71	28	11	2	78
97	14	35	2	122
45	14	30	1	40
87	19	28	4	44
124	18	5	1	40
29	22	38	2	187
70	33	4	3	109
80	23	1	2	117
79	18	9	4	190
56	22	31	4	122
110	21	29	4	26
35	27	22	4	159
135	2	31	2	51
36	20	9	2	58
1	25	32	4	21
89	5	31	3	118
56	38	24	3	165
32	23	31	4	92
37	23	1	2	195
111	1	26	2	37
116	18	13	1	145
5	37	38	4	106
45	32	25	3	68
66	4	36	1	135
81	22	3	1	29
46	7	13	1	64
128	28	5	2	15
137	16	40	4	94
58	38	38	4	43
83	9	2	2	71
42	28	1	3	144
22	28	21	3	101
102	14	22	1	96
13	17	33	2	70
45	19	18	2	73
10	36	32	2	17
121	13	34	2	131
84	9	17	4	137
132	11	1	4	39
117	18	23	3	146
108	8	17	4	94
14	15	16	2	65
108	31	3	1	194
82	5	23	3	23
116	35	21	1	169
129	21	29	2	6
26	26	40	2	206
15	1	8	3	88
12	6	11	2	204
17	33	20	1	121
38	18	21	2	42
50	5	20	2	47
49	34	35	3	165
61	6	37	4	173
135	24	2	3	52
103	36	8	4	109
64	11	21	3	171
52	30	7	1	160
62	38	24	3	14
110	8	6	1	137
26	6	22	2	101
31	19	2	3	203
16	9	32	2	195
71	33	32	4	134
139	18	36	1	84
5	10	28	2	82
104	19	4	4	46
143	11	1	4	128
8	10	19	1	45
152	11	11	3	156
6	21	36	4	42
20	25	13	3	67
93	28	23	3	78
44	36	6	3	90
127	8	15	1	180
132	22	23	3	47
145	21	18	2	197
21	2	28	3	192
122	11	8	1	64
81	3	13	3	127
81	7	19	4	99
75	20	26	3	80
15	23	8	1	82
32	5	12	1	57
44	20	2	3	77
114	7	1	2	77
29	19	9	1	58
69	28	2	3	131
7	26	19	4	180
119	36	16	4	18
107	19	12	3	11
74	31	35	4	70
40	21	24	4	154
58	33	28	1	56
116	8	11	4	49
107	22	36	2	112
140	31	31	4	34
108	31	13	2	92
90	25	35	3	38
49	3	32	1	156
109	29	38	2	191
77	37	38	1	108
19	33	23	1	92
126	4	33	2	195
129	16	40	2	158
149	14	23	4	83
43	11	12	3	110
82	17	30	2	162
44	14	4	4	116
94	30	2	3	151
99	19	21	2	15
65	25	39	1	125
140	20	1	2	62
82	15	23	2	131
42	12	33	4	120
71	8	3	3	84
104	2	15	1	2
21	13	15	3	38
22	7	11	4	184
85	13	18	3	125
1	11	37	3	36
41	38	32	3	1
148	2	31	2	96
131	25	20	3	72
79	8	2	3	136
80	11	4	2	64
34	34	8	3	3
84	22	3	3	26
132	28	3	2	60
54	16	15	1	83
40	17	1	2	52
29	11	18	1	100
121	37	40	1	108
28	23	10	1	36
79	18	5	2	48
28	29	12	4	186
129	30	31	2	123
2	28	36	2	49
11	12	9	1	16
145	21	12	4	16
26	18	31	2	108
109	9	20	2	114
24	22	34	4	156
113	3	10	1	115
69	23	17	4	167
15	29	26	2	199
120	9	13	4	156
50	2	39	2	156
15	9	34	1	184
112	30	2	4	31
88	36	5	2	138
41	34	30	3	194
53	36	8	1	52
20	15	31	1	174
146	27	9	3	103
46	21	28	1	45
90	29	2	1	62
38	18	26	2	194
48	30	15	3	23
87	19	41	1	111
135	19	7	2	68
92	25	16	3	14
112	31	34	2	30
22	5	34	2	135
39	8	2	1	141
144	10	14	1	91
128	34	33	2	84
18	22	21	4	57
27	4	2	2	92
83	30	29	4	39
56	6	18	1	15
62	4	39	4	65
9	15	24	4	95
100	28	39	2	64
138	18	8	4	74
27	26	14	1	105
126	20	26	1	58
74	26	21	3	99
21	19	39	3	87
84	37	40	3	64
83	13	10	4	143
73	27	26	2	92
50	6	25	3	161
55	9	8	3	128
72	25	36	2	101
24	1	3	1	133
89	35	11	2	35
91	32	32	1	1
107	15	21	1	14
110	32	26	4	89
62	9	3	4	10
92	1	17	4	112
40	32	26	4	142
139	4	34	2	117
24	1	21	2	28
10	29	25	3	70
134	15	20	3	24
113	7	3	4	45
41	9	1	2	85
69	7	20	1	83
80	33	3	1	92
125	24	41	2	42
123	10	13	3	52
56	13	33	3	41
119	20	18	1	146
66	35	16	2	69
73	37	27	2	2
93	36	5	4	32
71	33	22	3	16
77	18	32	2	14
95	20	33	3	64
85	16	14	4	155
99	9	22	2	7
42	25	27	4	143
10	21	31	4	105
42	38	16	4	177
35	28	35	2	180
127	26	21	1	51
58	30	7	2	54
98	11	24	4	101
26	37	12	4	130
54	23	11	4	200
44	32	35	2	78
88	27	30	1	141
52	11	8	4	111
34	18	25	4	46
135	36	16	2	106
46	22	22	4	66
74	11	10	4	48
15	25	3	3	172
47	34	12	2	49
33	24	40	1	99
68	23	18	4	54
64	35	12	3	129
90	37	26	2	18
32	27	32	1	152
24	34	36	4	132
21	4	39	3	53
82	12	9	1	130
74	12	14	3	59
27	7	41	3	46
72	37	3	3	93
18	14	14	4	55
70	4	34	4	1
17	37	36	3	123
1	13	40	4	105
124	18	30	3	1
121	16	3	3	167
13	37	20	1	51
134	37	15	4	34
144	32	7	4	89
67	11	27	3	61
98	3	9	4	11
146	31	16	3	91
14	19	30	4	190
77	29	33	4	19
72	16	23	3	100
2	33	34	2	104
137	13	37	1	146
135	31	21	4	116
145	35	1	1	95
115	1	7	3	42
100	10	18	4	136
17	7	6	1	82
30	11	32	4	120
44	25	26	4	154
101	38	17	2	80
13	10	10	1	62
25	1	28	2	125
68	18	41	3	175
72	20	10	4	75
71	13	8	2	102
57	35	9	2	91
103	37	4	1	81
84	8	1	4	53
11	11	22	3	64
34	30	39	3	105
8	20	41	1	106
143	14	27	2	104
123	15	31	3	77
31	37	4	4	167
19	5	17	3	105
80	5	34	2	76
139	30	17	1	91
133	28	26	4	13
39	28	33	2	52
14	24	22	4	53
123	32	32	2	25
142	10	33	2	62
119	29	37	2	99
23	23	36	4	109
108	31	35	3	72
150	14	35	2	34
18	3	29	1	163
30	32	16	2	172
129	10	19	4	87
46	29	6	3	17
32	12	11	3	28
87	3	33	3	113
57	7	40	4	104
127	25	17	2	118
117	14	24	4	10
61	9	31	1	115
23	24	24	1	194
148	34	3	1	65
97	24	10	3	173
1	28	27	2	83
148	36	23	4	85
7	26	30	1	199
7	23	13	4	204
57	30	33	2	74
130	8	2	2	56
124	7	20	1	85
73	15	18	4	158
24	17	38	1	35
89	4	10	4	92
119	3	37	1	11
26	16	20	3	189
44	29	40	2	167
139	15	39	4	96
130	13	17	1	137
53	30	37	2	55
91	23	13	3	148
25	26	7	1	105
93	15	21	2	1
143	25	1	1	165
68	27	18	4	32
137	28	35	4	123
118	18	9	3	99
34	15	25	3	167
2	17	28	4	101
64	22	11	2	106
102	28	24	3	56
32	16	16	4	37
45	11	30	1	132
49	33	22	1	32
14	11	26	2	119
