width	height	diameter	season	manufacturer
116	29	32	4	174
5	35	10	3	6
41	20	6	2	116
28	34	37	1	76
90	16	28	3	39
126	31	24	3	91
77	35	23	3	164
80	13	28	1	82
33	5	12	1	47
55	19	24	2	61
16	35	14	2	90
7	30	34	4	129
68	15	40	2	124
118	20	26	3	9
94	15	18	3	19
86	7	2	4	46
138	9	10	4	126
96	36	36	4	2
29	38	28	1	89
16	37	25	1	77
50	2	11	2	85
146	3	6	2	83
148	9	37	4	101
20	13	39	4	63
151	5	25	3	111
108	24	6	3	118
86	41	15	1	136
68	16	6	1	105
46	21	4	3	93
23	31	33	2	140
52	9	36	3	68
136	12	15	4	193
26	26	14	3	62
109	16	9	1	115
80	39	10	1	111
114	40	24	3	53
127	16	24	4	49
62	37	39	1	146
23	38	17	1	20
139	14	28	4	110
33	35	15	1	109
95	7	26	4	29
36	10	13	1	65
102	24	24	1	139
81	27	36	3	68
39	11	40	2	114
87	7	33	2	67
29	8	40	1	76
61	29	33	2	20
131	23	2	1	180
4	19	37	4	129
62	20	27	1	151
16	30	26	2	158
88	5	16	2	144
126	8	33	1	40
144	2	39	1	149
138	30	8	2	172
45	2	40	1	34
98	38	1	1	80
19	25	1	2	30
143	7	22	1	105
3	8	10	4	65
22	16	38	2	104
126	22	14	2	88
44	16	23	2	1
75	29	41	1	89
82	18	10	2	44
121	33	21	3	68
7	34	27	3	153
116	19	26	3	178
76	31	2	4	194
116	6	13	2	189
146	34	41	3	184
29	10	9	2	171
113	24	32	2	92
16	5	30	1	15
106	11	25	4	150
123	16	37	2	137
91	5	12	4	196
11	5	35	4	117
137	39	41	4	34
46	16	18	1	70
69	38	13	4	191
147	28	18	2	65
55	27	31	1	115
21	1	18	2	187
27	37	35	4	68
123	41	7	3	60
14	18	36	1	7
61	18	2	1	1
135	8	5	3	176
67	24	41	2	53
20	14	31	2	153
143	4	34	4	40
115	24	9	3	77
98	11	6	1	19
117	35	22	4	58
95	19	19	2	129
142	3	16	2	189
35	10	29	3	120
81	30	24	3	92
92	7	34	3	55
120	34	34	1	112
24	29	12	1	51
33	4	5	3	126
92	6	12	4	81
97	10	39	4	17
100	38	41	1	27
75	9	34	3	92
147	16	13	3	188
115	5	10	3	100
128	21	34	1	192
131	5	29	2	35
52	16	17	1	15
124	22	24	2	89
66	22	38	1	65
28	29	27	2	111
20	38	21	2	103
102	23	22	2	115
111	6	3	1	94
148	27	39	4	84
97	41	9	4	27
82	10	41	1	133
79	13	27	1	41
132	8	6	3	3
138	10	15	2	95
84	25	23	3	119
85	18	40	3	105
21	17	22	1	181
37	9	38	2	58
8	14	37	2	28
32	15	41	4	75
109	2	7	4	162
5	4	35	3	47
65	36	8	1	123
108	32	37	4	73
105	24	9	1	183
119	21	9	2	105
64	6	4	4	132
92	38	41	1	136
110	7	41	2	106
145	38	10	4	48
6	28	34	2	122
79	39	39	1	108
60	31	23	2	113
1	32	40	1	81
69	29	4	3	116
9	19	40	4	111
140	3	22	3	38
142	28	16	2	201
73	36	2	3	193
16	40	6	4	59
78	37	20	1	86
109	31	4	4	77
95	39	4	3	184
26	29	4	1	83
23	40	19	2	98
125	20	40	4	131
87	8	33	1	66
11	37	33	4	3
39	20	35	2	89
37	36	14	3	7
61	24	27	1	91
41	41	22	1	51
61	4	1	4	23
20	13	22	3	96
122	14	35	2	125
46	4	31	3	83
17	16	12	4	182
36	2	26	1	93
149	16	27	1	79
72	18	7	2	85
79	41	39	3	131
3	5	11	1	47
128	22	15	4	127
45	3	21	1	60
123	3	11	4	180
115	11	37	4	101
23	34	35	3	81
63	34	37	1	92
55	34	22	1	113
131	25	17	4	129
18	10	1	2	89
143	13	2	4	125
95	17	28	4	45
133	41	5	3	159
122	34	17	3	38
92	5	16	2	13
15	22	41	1	7
13	20	40	4	85
78	7	37	1	103
11	14	29	4	69
1	6	29	2	37
148	15	40	1	112
40	4	16	4	189
44	41	11	2	24
145	40	18	4	13
150	12	10	1	80
84	38	23	4	129
24	2	2	1	82
16	11	20	2	58
127	6	12	2	206
57	19	23	2	23
32	27	38	4	166
70	20	41	3	13
74	11	38	2	137
24	11	20	4	62
103	37	9	4	22
113	33	32	1	120
109	5	18	4	9
85	6	41	2	47
146	20	39	4	34
86	24	25	1	114
101	29	3	3	28
57	16	23	2	87
95	41	18	4	115
88	32	11	3	108
119	26	25	4	129
4	37	39	3	24
119	11	38	3	90
110	41	14	3	129
28	30	30	3	49
130	13	37	2	114
110	34	38	3	14
150	6	9	3	22
77	6	12	2	85
75	29	25	3	148
149	26	21	1	67
57	41	23	2	108
28	29	39	1	84
61	35	20	3	43
110	20	31	4	7
84	16	35	2	53
131	26	25	4	2
9	2	4	1	202
138	1	17	3	150
100	17	30	1	47
37	27	5	4	21
48	25	38	2	113
64	30	36	3	121
92	13	19	3	166
40	36	2	4	97
49	25	40	2	2
148	38	18	4	55
41	9	17	4	133
122	26	28	4	37
90	9	30	2	144
26	32	11	4	45
96	20	36	4	128
77	15	12	4	29
20	15	38	2	50
20	12	18	2	98
52	24	14	4	111
117	18	30	3	117
80	9	24	4	185
70	36	35	1	119
113	22	34	4	78
129	21	23	1	44
40	39	24	1	108
113	17	23	4	17
143	27	25	4	48
71	35	23	1	35
46	6	28	1	84
62	6	37	4	76
60	23	41	2	111
70	28	17	1	28
52	13	22	3	48
59	24	1	2	33
43	2	29	3	185
88	1	30	3	126
86	32	15	2	145
112	3	20	1	143
107	24	41	1	64
47	41	12	2	44
141	27	38	2	18
118	20	23	3	59
123	40	32	4	113
121	9	40	2	3
65	15	24	2	96
80	4	39	3	69
18	24	16	1	71
33	4	25	1	173
118	6	40	4	30
20	26	28	1	118
7	32	7	3	66
122	8	37	1	60
88	38	27	1	8
1	23	41	3	98
120	38	26	2	26
118	5	13	4	168
149	5	34	2	29
124	35	24	2	126
95	15	21	4	97
80	12	39	4	144
17	8	29	1	122
43	20	18	1	106
3	22	27	2	62
68	40	11	3	3
79	40	10	4	192
122	20	20	1	26
66	18	13	1	74
114	27	2	1	60
24	1	9	2	192
38	21	32	3	58
49	15	12	2	180
84	30	12	1	28
139	10	23	2	73
36	36	1	4	162
39	34	32	4	93
37	2	7	2	134
28	6	8	2	1
73	39	28	3	119
125	5	5	2	49
93	29	37	1	79
34	7	1	1	120
151	19	9	3	182
104	11	28	4	130
46	14	36	3	105
75	18	41	3	19
9	41	28	4	61
149	36	8	1	41
80	6	35	2	114
83	10	21	1	73
139	40	28	1	88
138	19	25	1	111
65	1	2	3	2
10	39	37	2	74
93	14	9	4	9
122	13	41	1	137
55	40	10	4	37
30	41	27	3	154
146	28	40	3	164
60	7	34	1	125
9	18	37	4	50
58	2	41	3	75
103	28	9	1	74
69	16	12	3	6
144	7	33	1	8
85	11	32	1	22
31	16	34	1	95
81	30	10	4	23
40	12	3	4	187
137	7	13	2	125
96	24	34	1	14
114	16	21	1	55
137	36	31	3	184
79	35	8	4	32
75	39	11	3	108
39	6	37	2	159
96	21	20	4	159
47	40	12	1	29
18	2	28	1	54
125	23	6	3	18
81	14	10	2	11
39	13	35	3	67
86	38	7	2	67
124	18	30	3	160
146	8	28	4	40
27	35	26	2	168
90	18	6	3	177
103	15	1	1	17
29	14	17	3	124
12	15	24	4	80
5	41	11	2	171
47	26	35	2	114
96	10	40	2	116
123	30	6	2	79
87	14	32	4	16
7	33	39	3	63
93	29	37	1	60
140	21	35	4	29
99	14	16	1	119
146	25	15	3	142
95	8	6	2	51
74	20	28	1	38
43	1	33	4	191
5	7	24	1	159
147	26	36	4	185
127	19	12	2	20
98	22	34	3	18
100	23	5	1	26
81	22	27	3	198
41	30	38	3	204
77	17	40	3	71
32	23	2	2	15
47	10	41	1	175
33	7	31	1	121
77	37	19	4	169
95	30	22	3	89
63	7	4	4	65
53	10	12	1	135
104	25	24	1	48
63	11	17	4	34
12	36	12	4	95
71	4	4	4	53
128	14	11	4	70
27	5	1	3	183
39	19	13	3	122
128	35	41	4	34
27	36	21	1	41
19	40	4	1	169
111	2	37	1	22
70	2	14	4	22
24	33	17	1	5
53	23	24	2	128
25	2	24	2	125
85	8	28	3	155
84	33	39	2	61
50	25	25	2	43
51	22	4	1	78
141	16	35	4	57
63	14	34	4	125
13	29	10	1	119
115	9	33	3	123
106	26	28	1	195
18	12	29	3	190
99	12	11	4	77
44	1	36	3	122
127	36	29	1	52
3	16	24	1	192
102	12	6	4	183
67	15	10	3	142
139	3	18	1	14
140	17	19	2	132
36	6	32	3	13
25	3	23	3	48
141	38	13	2	60
38	41	5	2	74
104	3	9	2	194
12	13	6	3	107
34	35	21	3	187
106	22	38	4	140
11	21	30	2	78
148	19	37	4	50
77	9	41	3	182
125	30	22	1	19
76	37	32	2	168
104	24	35	1	98
10	18	4	1	77
148	28	24	2	17
30	35	26	2	15
27	7	6	3	69
125	28	24	3	48
90	4	19	4	131
118	40	7	1	114
80	25	39	1	61
135	20	8	1	88
63	10	12	2	132
43	28	11	3	184
140	39	29	3	45
146	17	37	2	149
51	40	16	3	179
128	2	10	1	204
35	5	19	3	39
77	23	40	3	26
96	7	18	2	60
45	27	18	3	11
80	19	38	3	131
14	38	28	3	185
45	39	15	2	23
33	31	6	1	119
32	24	25	2	8
3	30	35	4	123
132	38	11	2	49
15	13	21	1	37
91	39	33	4	73
123	26	14	2	184
138	12	38	3	1
127	4	10	2	112
84	10	4	2	24
107	35	5	4	76
48	11	2	3	161
141	11	27	4	41
80	32	41	1	180
65	7	41	4	6
148	11	38	4	80
90	41	20	1	30
113	29	14	1	9
141	2	2	2	150
94	4	2	2	150
128	22	2	4	88
149	38	39	4	51
102	27	19	4	133
144	39	28	4	60
46	2	3	3	200
17	28	7	2	204
116	40	21	1	76
88	26	38	3	28
73	11	6	2	19
20	13	6	4	27
52	23	24	2	27
1	41	7	2	62
151	14	30	4	164
109	29	35	3	201
71	29	2	3	30
34	4	37	2	114
65	8	26	1	67
94	12	5	3	89
143	3	5	3	24
128	7	13	3	69
56	15	11	2	169
56	7	16	1	179
62	8	39	2	103
86	39	21	4	25
142	29	26	3	77
134	37	21	1	26
65	27	34	4	157
11	27	36	4	127
105	7	7	1	48
111	18	24	4	136
114	9	16	2	21
100	6	8	2	127
62	33	41	1	50
88	27	18	2	62
80	39	32	4	76
15	21	9	4	96
118	36	39	2	82
38	40	17	1	40
131	37	25	4	112
150	28	23	3	28
100	33	18	2	154
109	38	25	1	128
77	32	19	3	31
117	41	7	2	137
75	1	2	3	111
125	18	7	2	26
48	4	35	3	162
89	9	6	2	95
106	30	39	4	25
37	22	14	3	63
121	32	14	2	51
88	26	7	3	117
30	22	26	4	70
94	18	31	2	202
66	24	34	2	98
6	11	2	1	3
102	22	1	3	71
41	16	23	2	130
95	24	4	4	109
62	26	21	4	17
85	1	15	2	8
90	36	25	2	125
119	15	18	1	15
74	6	33	2	139
43	37	29	4	117
113	31	23	2	194
119	41	25	1	84
31	38	28	3	33
78	25	35	4	127
50	5	20	3	94
19	8	23	1	159
72	5	2	3	90
87	29	23	1	59
40	35	8	3	47
107	35	11	1	155
55	5	40	3	78
52	28	20	3	130
119	29	40	1	16
97	34	39	4	78
12	4	41	3	89
63	17	18	3	36
147	23	32	1	85
130	38	32	1	44
17	26	1	1	64
122	31	28	2	134
131	31	1	3	148
92	1	30	2	74
57	18	8	2	102
52	28	25	2	107
9	2	11	3	122
54	17	5	2	101
16	27	24	4	184
95	38	34	2	33
100	2	36	3	93
31	7	38	1	37
137	30	30	2	190
33	10	40	4	117
101	7	19	1	189
94	12	5	1	170
43	38	25	3	136
78	38	9	1	105
14	21	17	3	193
122	27	19	4	104
65	18	14	1	69
20	27	24	3	97
19	28	25	3	105
124	21	31	3	206
97	38	21	2	28
63	19	4	3	94
105	34	32	3	96
9	39	11	1	196
61	12	21	1	164
87	2	16	4	29
92	32	14	2	7
86	35	41	4	200
9	22	36	2	174
143	26	14	4	54
87	3	28	1	186
60	16	7	1	136
83	10	7	3	32
44	1	3	4	123
35	36	7	1	92
57	14	25	1	154
4	12	17	4	68
15	32	39	4	157
126	38	18	2	121
33	18	31	2	88
105	30	28	4	69
39	4	4	2	10
138	24	21	4	30
27	1	39	3	35
34	24	1	3	164
61	36	3	1	84
78	1	27	2	145
42	33	38	1	63
85	25	39	3	67
127	13	39	2	2
35	35	31	3	7
66	40	29	3	47
143	30	18	2	102
62	14	29	4	36
127	17	16	4	81
133	8	29	1	121
99	5	36	4	128
55	36	19	1	107
3	1	13	1	112
149	32	38	1	135
74	37	40	3	205
124	6	5	4	205
44	39	4	4	79
101	38	8	3	50
72	4	34	3	177
120	33	29	2	144
69	7	22	4	139
113	16	24	1	59
21	36	36	1	38
139	36	21	4	72
53	30	21	3	149
47	3	27	3	134
92	4	18	2	119
51	36	11	3	110
4	5	12	2	193
94	11	34	3	84
98	9	8	3	137
60	21	35	2	78
81	41	23	1	77
96	11	30	1	23
95	21	10	4	144
105	17	13	1	187
114	1	2	1	37
119	15	10	2	109
132	14	36	3	1
122	40	3	2	16
59	6	2	2	13
58	9	7	3	41
147	28	15	1	119
21	27	11	4	123
124	32	3	3	33
115	9	35	4	66
135	3	27	4	122
102	9	18	2	202
57	1	41	3	24
24	16	14	1	183
103	9	8	2	148
54	5	6	3	59
96	3	33	3	10
128	13	36	4	19
107	38	8	4	98
47	25	24	1	96
21	23	29	2	119
4	17	8	1	95
121	15	16	3	24
121	14	35	4	128
37	41	34	1	22
130	15	20	1	127
90	6	24	2	67
104	28	29	4	124
89	32	40	2	60
68	12	35	4	77
107	32	16	3	100
17	23	30	4	201
109	12	27	2	190
110	16	27	3	150
76	34	20	2	113
127	37	37	1	132
16	10	27	4	112
33	33	32	1	4
25	28	3	2	128
114	23	10	4	85
63	2	30	4	59
148	24	26	2	110
37	10	22	4	137
17	15	12	4	14
93	26	3	1	115
47	40	12	3	76
16	21	20	4	146
16	5	24	1	128
68	28	31	3	129
36	33	5	4	90
150	6	39	4	36
56	35	5	1	44
86	8	26	4	88
43	23	37	4	112
50	1	10	2	122
48	6	4	3	70
15	13	29	1	108
126	8	31	1	137
116	16	39	1	134
23	22	11	2	124
24	32	7	2	10
61	19	21	3	148
95	7	39	3	37
58	37	2	2	25
34	22	26	3	105
135	20	40	4	103
96	31	5	4	44
100	22	38	2	81
36	30	20	1	86
93	23	17	2	105
96	11	6	2	160
7	33	8	2	146
50	4	7	1	150
10	23	13	1	122
27	34	1	2	179
76	15	32	3	94
26	3	35	1	113
103	7	10	4	104
135	28	24	1	110
47	31	12	3	91
87	18	38	1	4
137	38	17	3	163
37	29	33	4	103
142	4	20	1	164
43	37	10	1	67
83	40	12	2	14
41	23	38	1	120
99	27	33	1	108
117	26	7	2	77
23	34	33	3	179
105	41	2	1	192
106	31	26	2	61
149	4	37	3	129
66	39	21	4	123
83	37	34	4	154
24	35	16	4	79
131	41	29	2	96
23	29	1	2	206
126	40	11	3	25
90	40	9	1	35
39	20	2	4	7
119	12	11	3	55
116	25	26	4	53
119	18	4	1	51
104	24	28	4	143
54	24	28	3	166
130	6	10	4	90
39	5	40	4	174
58	9	22	1	123
77	40	17	1	90
38	21	24	2	146
56	26	15	2	194
149	29	22	1	139
9	26	2	1	187
140	9	37	2	204
47	41	34	2	103
30	29	39	4	174
28	3	37	3	142
128	20	6	3	167
96	21	35	4	15
52	24	33	4	102
124	24	24	4	82
69	10	25	1	63
109	23	19	3	22
51	30	7	2	8
10	6	8	1	153
147	27	41	2	10
86	24	25	4	47
100	8	2	2	79
28	31	18	1	60
60	9	34	2	56
28	41	1	3	121
50	11	36	3	123
97	11	39	1	35
145	10	13	2	101
75	38	19	1	90
125	9	17	3	130
17	25	34	2	18
64	34	21	3	181
17	24	8	2	32
18	18	29	1	34
134	38	9	4	20
140	8	25	1	193
56	40	38	2	19
46	37	1	2	46
86	40	1	1	107
151	40	27	3	97
21	4	3	2	5
77	27	2	3	63
130	5	12	3	147
114	8	2	4	131
83	1	31	3	111
75	33	30	1	94
91	5	11	4	95
92	41	13	4	45
147	34	34	4	90
5	33	8	4	104
42	29	15	1	180
130	32	25	1	132
73	26	5	3	151
88	19	34	1	138
20	41	23	2	48
39	40	23	2	121
35	9	29	2	100
29	27	32	2	114
97	22	8	4	79
69	31	24	2	107
50	28	13	4	17
63	15	7	4	131
65	39	2	4	112
126	20	19	3	135
146	25	29	4	162
125	38	18	1	109
129	20	2	2	129
130	18	26	2	144
56	30	21	3	162
128	15	12	3	101
41	15	29	1	13
45	10	35	1	26
27	34	23	3	44
91	10	12	4	206
151	22	26	2	122
21	14	2	3	93
62	15	8	2	99
127	36	5	2	80
2	26	35	4	33
139	27	30	4	28
135	3	34	4	205
31	27	30	1	130
31	14	15	1	23
128	39	31	4	91
41	1	12	4	172
41	28	17	1	144
75	22	25	2	142
132	14	21	2	5
101	34	33	4	181
137	20	35	2	131
121	2	26	2	117
114	38	28	1	87
94	12	8	3	111
10	29	40	4	111
50	11	16	3	92
107	6	27	3	167
103	40	4	2	4
151	9	31	1	205
4	37	20	1	97
82	13	22	4	174
6	31	7	4	55
8	20	17	4	72
20	17	20	1	138
149	35	32	2	107
61	2	37	1	13
145	11	40	2	145
3	36	4	3	66
67	26	9	2	119
113	35	15	1	10
59	5	22	3	30
86	23	40	3	32
132	25	16	4	14
87	28	26	3	20
15	4	37	4	15
144	18	16	4	38
91	36	3	1	193
15	10	39	1	70
32	22	33	1	185
17	26	35	4	10
84	40	4	2	37
32	26	32	1	127
137	32	30	2	145
64	32	13	1	140
129	20	8	4	64
12	27	18	2	116
56	39	9	4	113
7	24	22	3	90
75	37	40	2	25
43	34	19	2	87
44	10	10	2	20
37	17	33	3	155
14	29	13	1	9
61	4	40	3	187
89	19	41	4	17
107	20	4	3	124
109	24	39	2	71
29	36	17	1	32
58	17	16	2	8
67	24	39	1	1
20	27	13	2	93
73	23	40	2	41
77	23	21	2	62
150	41	29	1	12
55	20	26	2	86
151	12	7	1	163
121	14	23	4	119
14	2	41	4	69
19	28	14	1	85
79	15	8	4	64
119	2	32	2	184
147	20	23	2	15
95	8	38	1	162
86	9	3	3	71
58	41	8	4	54
75	30	22	4	157
8	13	9	4	127
7	23	17	2	141
115	40	6	2	122
13	20	9	2	117
132	34	1	2	165
67	28	18	3	103
150	27	15	2	45
140	9	28	1	60
104	39	37	4	51
31	3	19	3	121
56	10	20	1	29
94	10	31	4	139
116	6	33	2	74
148	35	29	3	120
64	10	7	2	104
6	25	16	4	204
24	13	41	4	163
51	18	9	1	36
109	13	24	1	80
41	17	21	2	143
98	3	14	2	53
101	9	28	4	144
139	1	24	2	111
101	40	7	1	65
66	16	9	4	64
109	8	32	4	179
140	23	3	1	71
95	9	36	1	60
10	26	30	3	96
119	10	41	3	88
125	33	32	1	88
142	7	7	4	26
29	37	31	4	123
30	4	15	4	190
139	2	25	4	136
117	40	37	4	113
13	33	36	4	108
110	22	14	3	100
133	37	7	3	63
8	35	37	3	151
123	37	28	2	49
50	13	27	1	52
13	30	6	3	11
11	38	23	2	16
137	19	13	2	116
76	17	38	4	3
96	23	38	2	149
131	9	34	1	165
118	12	33	1	91
114	34	19	1	59
15	29	39	3	42
93	32	21	2	65
94	3	38	4	119
145	29	28	1	41
44	16	4	4	85
107	3	37	2	26
90	4	22	4	45
69	31	26	4	105
17	8	29	3	130
42	37	41	1	31
96	32	41	4	16
43	20	11	1	113
43	17	27	1	141
12	1	29	2	115
127	40	15	4	151
81	8	6	4	143
113	26	26	4	64
148	13	35	2	186
2	22	6	4	9
17	19	32	4	44
70	17	5	1	79
106	3	35	1	151
115	39	3	2	52
54	2	23	1	100
32	29	33	1	112
62	2	30	4	123
44	30	5	4	140
127	41	11	2	13
67	35	5	4	133
44	34	7	1	180
42	34	18	3	91
69	20	38	1	12
29	15	18	1	188
1	22	15	4	65
89	20	1	4	74
21	41	23	1	97
95	22	3	4	108
41	32	4	1	191
151	25	40	3	74
84	27	17	3	135
117	15	25	4	76
113	33	34	1	68
86	9	21	4	185
140	21	27	1	145
37	28	8	4	124
112	8	12	4	141
138	25	8	2	8
112	25	27	4	140
69	41	14	1	93
62	3	27	3	128
57	5	21	4	105
83	10	18	1	72
59	25	24	2	2
79	5	1	4	90
86	35	12	3	29
98	7	13	3	198
149	15	23	2	163
144	14	7	1	3
14	12	27	2	131
47	24	40	2	183
125	24	24	1	205
62	15	38	1	138
4	37	29	2	121
122	21	8	3	144
91	23	21	3	65
3	8	40	2	203
126	27	28	1	33
52	27	17	3	64
60	41	21	2	132
106	2	26	3	85
63	18	14	3	22
25	27	20	4	4
15	18	34	1	191
60	17	36	3	54
125	31	13	3	91
56	31	40	4	161
143	11	12	3	121
90	26	41	2	103
126	36	31	3	72
134	34	13	2	31
98	2	3	2	67
147	15	20	3	96
53	20	23	4	34
79	13	11	2	195
83	41	3	4	149
111	39	24	3	33
4	16	18	2	99
2	20	9	1	31
69	9	4	1	155
71	26	21	1	47
94	36	34	3	69
110	6	20	2	26
17	37	5	4	62
140	29	2	3	22
91	40	35	3	136
39	7	34	2	20
3	13	15	2	70
148	35	19	1	178
124	40	41	1	108
100	21	28	3	150
113	30	30	3	132
42	12	3	2	151
93	15	38	4	158
22	19	32	2	55
19	20	24	4	173
69	30	12	1	108
137	38	40	3	94
114	25	6	3	79
12	18	4	2	69
67	33	38	2	91
85	25	38	1	175
65	7	15	4	41
105	25	22	1	134
12	18	26	2	169
60	23	13	1	185
27	3	17	3	13
92	27	1	4	175
22	20	6	3	99
146	20	32	3	74
104	29	28	2	96
56	41	14	3	101
56	2	39	3	171
145	6	4	2	138
115	1	6	3	24
72	9	16	1	107
108	12	12	3	98
57	6	12	3	92
136	17	21	3	146
44	18	31	2	57
138	12	24	2	56
108	9	21	3	54
15	6	7	1	113
10	5	34	1	56
143	12	1	3	147
115	17	9	3	128
145	32	28	4	42
51	37	13	1	177
85	32	11	4	92
41	4	35	3	128
123	40	27	2	65
47	37	29	3	50
110	31	6	3	49
32	6	38	2	61
84	6	8	3	155
56	22	34	2	81
11	16	18	1	64
14	41	34	2	200
144	37	41	2	141
76	13	5	4	97
5	8	14	4	31
132	18	40	4	148
63	5	33	4	141
18	9	22	1	156
43	20	37	4	41
101	11	1	4	14
122	22	40	3	36
11	11	16	4	100
117	31	37	3	105
105	41	14	4	100
47	17	1	2	61
90	19	35	1	100
33	27	41	4	164
17	22	13	4	145
121	14	12	3	120
104	32	2	2	169
64	4	41	2	137
84	19	11	2	99
11	26	6	1	33
56	14	32	4	153
90	2	19	3	188
73	17	8	2	49
102	32	11	3	80
96	32	8	2	162
60	26	3	2	151
58	12	26	4	97
136	33	12	4	161
71	11	17	3	162
115	30	30	2	63
144	6	18	2	21
40	39	32	1	116
82	28	28	4	33
13	5	32	1	23
52	36	22	3	138
49	38	16	3	135
124	2	19	4	167
137	29	41	1	28
134	4	13	3	63
95	10	28	3	72
67	11	7	1	113
88	14	9	3	95
108	26	37	1	128
145	29	2	4	81
117	13	2	1	4
65	15	13	2	149
64	19	2	2	42
87	18	17	4	189
98	38	33	2	87
111	10	5	4	146
100	38	39	4	82
1	21	40	2	111
36	13	35	4	36
76	27	18	3	139
98	28	21	4	152
89	22	1	1	157
113	10	9	1	131
87	38	12	1	173
19	39	18	1	40
8	6	41	4	140
135	9	8	3	141
79	5	16	1	49
149	14	23	1	58
11	27	14	2	48
22	10	22	1	136
104	12	19	3	141
67	1	2	2	184
15	38	26	2	97
150	15	2	2	58
141	40	31	3	72
57	16	35	4	133
79	6	9	2	117
121	3	38	3	9
112	5	7	4	66
65	23	26	2	200
46	41	40	4	21
100	16	26	2	17
48	24	16	4	110
110	22	25	4	3
119	27	1	1	195
87	22	2	3	156
53	38	4	3	27
84	3	35	2	110
49	13	26	3	113
34	37	39	1	80
55	11	12	1	53
44	2	8	1	17
62	26	37	1	144
109	17	41	4	105
77	39	38	4	187
92	19	24	4	165
137	32	18	3	118
75	3	7	4	167
18	5	15	2	127
14	16	21	4	70
128	2	25	4	83
62	23	21	3	30
5	10	36	4	90
48	34	39	4	126
143	40	3	2	186
36	13	13	4	182
53	4	11	1	11
25	41	20	2	87
104	6	15	1	9
130	14	32	2	51
57	16	10	1	189
2	26	16	3	22
10	30	24	2	108
19	39	31	3	60
16	38	17	1	117
98	17	6	3	138
110	41	3	3	190
108	9	10	3	46
47	7	14	1	113
99	24	4	4	71
64	39	24	2	63
41	38	4	1	67
7	15	11	3	8
5	22	15	3	181
11	37	14	2	105
143	2	3	1	35
16	18	2	4	47
33	19	24	3	11
88	30	19	2	68
54	23	23	4	63
108	25	16	4	112
42	17	21	1	69
47	39	38	4	98
133	29	15	4	19
31	10	22	2	24
49	3	9	1	206
27	15	17	1	10
75	1	2	4	198
111	24	9	3	184
54	5	11	3	115
52	16	15	1	14
83	38	16	4	162
133	32	22	2	123
146	12	37	1	73
123	38	20	2	59
96	13	19	2	37
9	2	33	4	85
104	14	5	4	131
85	9	24	4	109
127	5	38	2	127
27	23	5	3	182
136	22	7	3	95
148	33	14	4	109
96	18	4	3	67
91	11	18	4	99
144	31	32	3	117
19	38	33	1	74
118	11	25	1	176
114	39	34	4	64
147	33	13	2	76
28	13	35	3	149
103	35	17	4	133
19	9	28	3	79
1	6	23	4	47
43	23	33	1	160
36	10	36	4	132
120	31	27	2	178
89	35	17	3	96
143	24	4	2	74
71	39	13	1	99
142	38	32	2	53
87	19	33	2	135
17	5	12	1	110
134	25	12	1	59
86	34	22	2	126
75	17	20	1	81
29	39	10	4	64
47	38	10	3	48
100	28	21	3	21
97	10	16	4	144
47	27	10	4	200
104	38	20	1	74
129	41	31	3	48
109	37	20	2	5
90	21	26	4	8
1	33	24	3	188
82	39	16	3	51
149	19	26	1	199
37	9	12	2	15
139	27	22	1	171
91	28	41	4	176
146	2	39	3	144
43	27	2	2	24
112	30	15	1	164
108	27	22	2	84
10	40	2	2	124
116	4	22	1	198
8	37	31	4	112
16	5	2	1	105
76	29	13	3	6
18	7	31	2	21
102	4	31	4	18
46	38	21	1	143
49	21	23	4	140
25	12	34	4	64
139	30	19	3	133
33	12	7	2	65
46	2	25	3	137
27	19	8	1	73
2	34	36	3	23
42	7	13	1	137
118	17	34	3	46
9	31	5	4	112
34	22	2	2	191
57	40	1	3	126
121	35	32	2	144
98	10	24	2	114
54	23	13	4	10
96	24	37	1	114
89	4	20	1	158
140	35	31	1	35
137	13	14	3	56
50	17	12	3	84
127	15	31	4	62
9	5	26	3	21
34	9	41	1	124
4	1	39	4	109
146	29	20	4	8
52	10	41	1	63
14	36	3	4	110
59	21	10	4	24
130	37	6	2	22
54	36	18	4	91
28	18	25	3	110
138	25	20	3	129
1	4	13	3	56
114	11	17	4	109
46	16	13	2	138
102	29	28	1	100
39	22	36	3	95
19	35	30	3	92
98	3	14	3	97
101	31	5	4	58
5	25	3	3	49
81	27	37	2	103
67	39	1	4	129
94	7	19	3	96
80	25	19	2	72
92	25	6	1	28
101	27	23	1	127
118	6	29	3	192
132	19	16	1	45
102	22	35	2	12
34	15	37	2	183
33	10	6	2	158
56	25	21	4	139
135	5	16	2	109
1	13	35	2	72
78	37	20	2	160
87	5	14	2	169
129	24	20	3	148
109	33	15	1	3
30	38	11	2	57
36	2	11	3	59
151	1	40	2	123
83	12	18	1	147
86	27	3	2	10
108	28	24	4	70
31	5	34	4	176
56	37	19	1	147
15	29	21	3	52
27	16	40	2	174
22	6	4	3	89
131	5	3	1	86
68	41	3	3	142
61	30	34	1	97
116	16	11	2	138
63	15	41	2	102
13	31	33	4	103
27	12	1	3	101
54	12	40	3	87
71	16	10	4	172
100	28	35	2	145
120	30	13	4	22
12	14	31	1	206
87	11	8	2	177
89	41	25	4	147
111	13	18	3	110
4	15	39	3	167
28	3	31	3	181
141	15	8	2	79
69	19	38	4	201
103	39	33	2	109
117	1	33	2	142
